Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,domain,Realistic_Salary_INR,Fresher_Salary_INR,Top_Skills,Job_Type,Work_Mode,Industry_Demand_2025,Learning_Difficulty,Skill_Gap_Index,Degree_Needed,AI_Assist_Boost,Stress_Level,WLB_Score,Future_Category
Software Engineer,30517.0,10,PhD,0.75,0.89,0.66,Medium,0.18,0.29,0.55,0.32,0.42,0.49,0.86,0.52,0.36,0.25,software,215104.0,61988.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,84,8,29,PhD,0.46,5,8,Risky
Teacher,22755.0,4,Bachelor's,0.52,1.25,0.08,Low,0.22,0.38,0.36,0.39,0.79,0.32,0.5,0.62,0.23,0.72,education,134720.0,46841.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,53,6,65,None,0.32,6,7,Declining
Software Engineer,30600.0,11,PhD,0.45,1.31,0.4,Medium,0.88,0.56,0.61,0.88,0.82,0.6,0.75,0.43,0.55,0.06,software,238493.0,89876.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,54,4,33,Diploma,0.9,6,3,Declining
Construction Worker,21802.0,2,Master's,0.83,0.56,0.74,High,0.8,0.0,0.28,0.58,0.6,0.78,0.51,0.51,0.73,0.5,construction,66011.0,49694.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,88,9,43,Master,0.45,6,7,High Growth
Financial Analyst,8331.0,11,PhD,0.9,0.9,0.45,Medium,0.0,0.61,0.03,0.5,0.8,0.55,0.27,0.79,0.27,0.73,general,143801.0,45218.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,99,9,14,PhD,0.64,6,8,Declining
Data Scientist,10768.0,8,PhD,0.72,0.72,0.41,Medium,0.75,0.18,0.25,0.02,0.72,0.62,0.69,0.21,0.69,0.6,data,407510.0,72979.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,62,3,56,None,0.18,7,6,High Growth
Retail Worker,10904.0,0,High School,0.44,1.07,0.82,High,0.64,0.18,0.54,0.45,0.46,0.47,0.88,0.82,0.63,0.72,data,555604.0,105804.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,99,5,24,PhD,0.47,6,5,High Growth
Mechanic,24712.0,0,High School,0.74,0.99,0.43,Medium,0.14,0.08,0.04,0.16,0.03,0.73,0.25,0.37,0.82,0.11,construction,92002.0,34627.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,78,3,72,Diploma,0.68,4,4,Risky
Data Scientist,30643.0,3,Bachelor's,0.64,0.84,0.35,Medium,0.09,0.34,0.14,0.27,0.05,0.6,0.15,0.76,0.22,0.8,data,574520.0,137979.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,94,6,35,PhD,0.89,9,3,Declining
Retail Worker,8861.0,1,Bachelor's,0.24,1.25,0.92,High,0.88,0.78,0.41,0.98,0.38,0.64,0.16,0.98,0.7,0.75,data,500305.0,112302.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,76,9,97,Master,0.69,8,7,High Growth
Chef,18872.0,0,High School,0.76,1.27,0.57,Medium,0.29,0.49,0.11,0.47,0.24,0.35,0.16,0.23,0.08,0.92,general,124073.0,59409.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,93,3,19,Bachelor,0.19,3,3,Declining
Security Guard,22848.0,12,PhD,0.4,1.04,0.86,High,0.92,0.18,0.3,0.98,0.37,0.02,0.15,0.03,0.99,0.28,general,156031.0,34333.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Hybrid,90,3,87,Diploma,0.57,7,9,Stable
Security Guard,27614.0,1,Bachelor's,1.0,1.1,0.71,High,0.08,0.48,0.41,0.61,0.44,0.93,0.53,0.69,0.9,0.15,general,115352.0,54896.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,81,8,92,Master,0.72,7,7,Declining
Lawyer,28562.0,3,Bachelor's,0.78,1.19,0.48,Medium,0.42,0.07,0.01,0.53,0.42,0.8,0.54,0.94,0.2,0.99,general,163368.0,71563.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,79,5,91,Diploma,0.49,6,9,Declining
Nurse,14000.0,10,PhD,0.64,1.0,0.14,Low,0.14,0.13,0.71,0.38,0.96,0.33,0.98,0.21,0.1,0.31,health,102313.0,38189.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,91,4,84,Master,0.62,5,9,Stable
Data Scientist,33699.0,14,PhD,0.52,0.64,0.38,Medium,0.31,0.59,0.33,0.75,0.62,0.87,0.5,0.33,1.0,0.36,data,262305.0,93694.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,89,6,79,PhD,0.8,5,5,Stable
Lawyer,21397.0,5,PhD,0.81,0.59,0.45,Medium,0.09,0.14,0.0,0.01,0.38,0.81,0.59,0.63,0.52,0.82,general,61926.0,46809.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,60,9,85,None,0.42,7,8,Risky
Truck Driver,15069.0,4,Master's,0.85,1.31,0.75,High,0.59,0.58,0.53,0.48,0.09,0.1,0.9,0.63,0.26,0.28,general,166117.0,62827.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,78,5,83,PhD,0.55,2,4,Declining
Lawyer,34384.0,2,Master's,0.41,0.94,0.32,Medium,0.14,0.39,0.7,0.05,0.33,0.7,0.79,0.19,0.73,0.96,general,178840.0,32897.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,65,5,27,PhD,0.65,6,4,Declining
Truck Driver,20432.0,1,Bachelor's,0.79,1.21,0.76,High,0.63,0.64,0.41,0.49,0.69,0.95,0.3,0.25,0.6,0.13,general,176622.0,29588.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,72,9,94,Master,0.12,7,9,Declining
Chef,20906.0,4,Master's,0.09,0.99,0.55,Medium,0.07,0.21,0.34,0.37,0.68,0.53,0.38,0.45,0.01,0.77,general,131894.0,70961.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,98,6,97,Diploma,0.24,9,8,Risky
Software Engineer,27387.0,6,Master's,0.83,1.04,0.51,Medium,0.7,0.86,0.94,0.54,0.15,0.88,0.04,0.81,0.68,0.9,software,224303.0,88826.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,56,5,34,Master,0.45,6,6,High Growth
Research Scientist,9478.0,7,Master's,0.05,1.11,0.08,Low,0.08,0.45,0.1,0.73,0.97,0.57,0.24,0.84,0.85,0.73,data,502148.0,138888.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,89,6,48,Master,0.79,2,4,High Growth
Data Scientist,27691.0,7,PhD,0.87,0.66,0.67,Medium,0.95,0.87,0.25,0.86,0.5,0.59,0.84,0.03,0.36,0.82,data,323860.0,63695.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,62,3,90,PhD,0.46,7,3,Declining
Chef,28282.0,2,Master's,0.85,0.67,0.58,Medium,0.15,0.79,0.25,0.74,0.46,0.99,0.58,0.63,0.37,0.73,general,138513.0,35109.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,65,5,63,PhD,0.21,5,8,Declining
Financial Analyst,20186.0,0,Bachelor's,0.02,1.11,0.63,Medium,0.24,0.22,0.61,0.82,0.25,0.93,0.93,0.2,0.26,0.7,general,154780.0,66771.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,54,8,34,PhD,0.88,7,5,High Growth
Software Engineer,19483.0,5,Master's,0.71,0.94,0.37,Medium,0.46,0.61,0.33,0.51,0.13,0.45,0.09,0.05,0.86,0.21,software,278630.0,91573.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,63,9,99,Bachelor,0.41,9,5,High Growth
Nurse,28898.0,4,Bachelor's,0.15,0.76,0.14,Low,0.14,0.05,0.88,0.01,0.06,0.81,0.28,0.72,0.15,0.24,health,175874.0,55346.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,68,6,53,PhD,0.39,9,3,Declining
Research Scientist,30509.0,0,High School,0.99,0.57,0.15,Low,0.04,0.2,0.91,0.1,0.86,0.18,0.86,0.54,0.88,0.15,data,314075.0,140081.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,65,4,16,Diploma,0.38,9,3,Risky
Software Engineer,20216.0,5,Master's,0.68,1.04,0.62,Medium,0.65,0.88,0.38,0.59,0.87,0.21,0.49,0.96,0.47,0.25,software,322124.0,47475.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Onsite,84,9,11,Master,0.72,6,7,Risky
Construction Worker,9285.0,4,Bachelor's,0.59,1.47,0.74,High,0.85,0.7,0.77,0.28,0.29,0.91,0.36,0.06,0.6,0.12,construction,81219.0,31412.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,91,9,77,Master,0.7,7,5,Stable
Retail Worker,34432.0,1,High School,0.64,1.37,0.9,High,0.11,0.38,0.77,0.42,0.97,0.74,0.02,0.88,0.1,0.14,data,223309.0,58147.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,85,8,68,Master,0.21,9,9,Stable
UX Researcher,33850.0,8,PhD,0.86,1.04,0.42,Medium,0.35,0.34,0.33,0.24,0.61,0.9,0.31,0.19,0.84,0.74,general,201943.0,48755.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,96,8,78,None,0.82,5,6,High Growth
Customer Support,28206.0,3,Master's,0.17,0.64,0.84,High,0.61,0.48,0.6,0.18,0.48,0.66,0.43,0.68,0.45,0.33,general,81785.0,71051.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,66,4,95,Diploma,0.52,4,4,Stable
Lawyer,23880.0,4,Bachelor's,0.41,0.52,0.57,Medium,0.85,0.35,0.05,0.99,0.26,0.13,0.37,0.74,0.29,0.57,general,168861.0,32648.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Onsite,72,6,52,None,0.19,5,5,Declining
Teacher,9398.0,3,Master's,0.12,0.83,0.23,Low,0.61,0.12,0.16,0.64,0.81,0.35,0.6,0.17,0.31,0.02,education,90100.0,41762.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,80,8,99,Master,0.55,9,7,Stable
Graphic Designer,34456.0,7,PhD,0.4,1.32,0.58,Medium,0.83,0.29,0.19,0.97,0.72,0.83,0.01,0.35,0.74,0.08,general,106684.0,65012.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,54,7,73,Diploma,0.39,7,4,Declining
Research Scientist,25909.0,3,Master's,0.43,0.52,0.11,Low,0.28,0.11,0.63,0.24,0.28,0.9,0.47,0.39,0.72,0.91,data,284300.0,139997.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,97,5,55,Diploma,0.72,8,5,Stable
Mechanic,19494.0,7,PhD,0.45,1.11,0.43,Medium,0.77,0.97,0.94,0.27,0.23,0.96,0.46,0.21,0.71,0.28,construction,75196.0,33883.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,68,3,14,Diploma,0.53,4,8,Risky
Data Scientist,11885.0,2,Bachelor's,0.88,0.66,0.33,Medium,0.27,0.61,0.12,0.47,0.63,0.85,0.23,0.82,0.23,0.68,data,540490.0,94624.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Onsite,93,7,36,Diploma,0.66,6,9,Risky
Chef,17003.0,3,Bachelor's,0.11,1.21,0.39,Medium,0.18,0.36,0.65,0.23,0.18,0.01,0.47,0.43,0.23,0.05,general,77875.0,64582.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,94,4,61,Diploma,0.33,5,6,Risky
HR Specialist,34147.0,2,Master's,0.79,1.22,0.64,Medium,0.01,0.97,0.34,0.99,0.25,0.47,0.35,0.36,0.84,0.75,general,168239.0,37017.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,50,7,74,Diploma,0.29,5,3,High Growth
Security Guard,32941.0,2,High School,0.61,0.96,0.72,High,1.0,0.55,0.7,0.41,0.55,0.94,0.17,0.29,0.15,0.79,general,165065.0,53368.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,97,4,67,Bachelor,0.54,8,3,Stable
Mechanic,10315.0,4,Bachelor's,0.08,0.8,0.51,Medium,0.41,0.04,0.96,0.95,0.28,0.73,0.58,0.24,0.26,0.49,construction,81503.0,49118.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Onsite,89,8,72,None,0.18,5,5,Risky
AI Engineer,24688.0,0,Bachelor's,0.29,1.31,0.17,Low,0.65,0.19,0.53,0.32,0.53,0.78,0.77,0.35,0.69,0.94,software,218831.0,110230.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,85,3,49,Diploma,0.6,5,6,Stable
Customer Support,7595.0,1,Bachelor's,0.57,1.42,0.8,High,0.63,0.89,0.59,0.61,0.72,0.88,0.09,0.34,0.4,0.91,general,194914.0,41191.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Onsite,96,8,30,Bachelor,0.42,8,5,Stable
Graphic Designer,21914.0,0,High School,0.12,0.62,0.67,Medium,0.3,0.24,0.04,0.28,0.69,0.43,0.52,0.92,0.11,0.07,general,63291.0,58025.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,53,9,14,Bachelor,0.76,6,3,Stable
UX Researcher,9298.0,2,High School,0.77,0.76,0.43,Medium,0.31,0.65,0.06,0.49,0.13,0.82,0.38,0.53,0.03,0.06,general,112448.0,39632.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,67,3,38,Master,0.21,5,9,Stable
Financial Analyst,13386.0,2,High School,0.77,1.21,0.59,Medium,0.1,0.69,0.18,0.1,0.76,0.89,0.72,0.81,0.99,0.13,general,65464.0,51052.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,94,9,91,Master,0.61,4,4,High Growth
Mechanic,10936.0,9,PhD,0.6,1.31,0.56,Medium,0.57,0.7,0.32,0.92,0.12,0.32,0.03,0.27,0.22,0.05,construction,157816.0,37028.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,55,3,99,Bachelor,0.7,2,8,Stable
Doctor,21438.0,4,Bachelor's,0.47,0.58,0.12,Low,0.95,0.11,0.31,0.04,0.15,0.7,0.37,0.45,0.16,0.68,health,72677.0,29754.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,55,3,11,Diploma,0.55,3,4,High Growth
UX Researcher,34242.0,2,Bachelor's,0.18,0.54,0.33,Medium,0.66,0.14,0.49,0.15,0.17,0.0,0.32,0.09,0.39,0.6,general,107831.0,52902.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,70,7,24,Bachelor,0.36,4,8,High Growth
Construction Worker,16224.0,3,Bachelor's,0.71,1.24,0.87,High,0.94,0.24,0.19,0.61,0.59,0.51,0.0,0.56,0.93,0.33,construction,49507.0,45970.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Hybrid,70,8,92,Bachelor,0.24,2,4,High Growth
Mechanic,16334.0,1,Bachelor's,0.36,0.64,0.46,Medium,0.49,0.63,0.5,0.54,0.02,0.25,0.31,0.99,0.3,0.9,construction,141758.0,49905.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,80,5,70,Bachelor,0.68,6,4,High Growth
Financial Analyst,25946.0,4,Master's,0.1,0.75,0.41,Medium,0.98,0.67,0.93,0.83,0.58,0.68,0.62,0.67,0.26,0.41,general,197469.0,38038.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,85,6,90,Diploma,0.56,8,9,Risky
Doctor,33461.0,0,Bachelor's,0.04,0.98,0.26,Low,0.49,0.55,0.2,0.79,0.36,0.96,0.99,0.92,0.08,0.33,health,214730.0,52711.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,61,6,69,Bachelor,0.69,7,6,Stable
Graphic Designer,15699.0,0,High School,0.8,1.41,0.53,Medium,0.48,0.11,0.84,0.75,0.06,0.21,0.56,0.68,0.14,0.24,general,100946.0,67412.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Hybrid,71,6,29,Diploma,0.48,9,4,Declining
Financial Analyst,33480.0,3,Bachelor's,0.22,1.42,0.59,Medium,0.74,0.79,0.36,0.77,0.98,0.7,0.42,0.72,0.9,0.13,general,110699.0,66157.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,84,7,34,Bachelor,0.32,5,8,Risky
AI Engineer,12730.0,1,High School,0.92,1.45,0.17,Low,0.37,0.28,0.5,0.93,0.15,0.42,0.91,0.35,0.77,0.39,software,169186.0,105979.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Hybrid,72,7,91,Diploma,0.88,3,4,Declining
Financial Analyst,33536.0,13,PhD,0.98,0.89,0.64,Medium,0.99,0.98,0.43,0.49,0.3,0.31,0.49,0.2,0.71,0.54,general,140617.0,30524.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,96,9,31,Master,0.84,3,9,Risky
Lawyer,35120.0,3,Master's,0.81,0.82,0.5,Medium,0.75,0.19,0.03,0.85,0.14,0.89,0.91,0.46,0.81,0.36,general,201606.0,31342.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Hybrid,85,7,82,Diploma,0.83,3,7,Stable
Retail Worker,26475.0,4,Bachelor's,0.82,0.58,0.85,High,0.64,0.0,0.98,0.41,0.52,0.19,0.61,0.81,0.59,0.79,data,354180.0,123010.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Onsite,67,8,72,PhD,0.6,6,7,Risky
HR Specialist,35334.0,10,PhD,0.5,0.87,0.6,Medium,0.87,0.88,0.23,0.9,0.34,0.31,0.73,0.3,0.05,0.37,general,187236.0,40563.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,67,5,27,PhD,0.79,4,4,Stable
Research Scientist,25746.0,5,Master's,0.32,0.64,0.05,Low,0.45,0.91,0.31,0.2,0.93,0.11,0.05,0.88,0.7,0.42,data,465982.0,106643.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,96,6,36,None,0.42,4,9,Declining
Retail Worker,32595.0,10,PhD,0.74,0.54,0.87,High,0.64,0.96,0.97,0.38,0.59,0.14,0.07,0.43,0.69,0.57,data,341236.0,135788.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,55,7,80,Diploma,0.7,9,3,Risky
Graphic Designer,33267.0,6,PhD,0.28,0.88,0.56,Medium,0.33,0.88,0.11,0.04,0.21,0.29,0.11,0.07,0.76,0.16,general,146581.0,48028.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,59,9,74,Bachelor,0.63,9,8,Declining
Nurse,19866.0,5,Master's,0.37,1.17,0.11,Low,0.24,0.57,0.56,0.77,0.76,0.67,0.45,0.89,0.62,0.99,health,158311.0,37003.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,80,3,80,Bachelor,0.22,7,3,Stable
Truck Driver,10664.0,3,Bachelor's,0.04,0.82,0.84,High,0.72,0.55,0.79,0.28,0.18,0.05,0.57,0.69,0.33,0.61,general,170796.0,49705.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Remote,50,8,91,Diploma,0.21,7,9,High Growth
Truck Driver,9978.0,2,High School,0.1,1.2,0.79,High,0.67,0.83,0.85,0.17,0.49,0.73,0.77,0.78,0.23,0.19,general,184141.0,50134.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,97,3,42,None,0.57,6,3,Risky
Research Scientist,23824.0,4,Bachelor's,0.74,0.82,0.08,Low,0.72,0.3,0.17,0.15,0.31,0.59,0.36,0.02,0.1,0.29,data,384703.0,111704.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,95,9,13,PhD,0.85,6,8,Declining
Data Scientist,13376.0,9,PhD,0.1,1.06,0.35,Medium,0.21,0.17,0.07,0.67,0.46,0.83,0.1,0.14,0.31,0.77,data,371819.0,63616.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Field Work,Remote,99,8,31,None,0.5,9,6,Declining
Chef,10504.0,1,Bachelor's,0.41,0.8,0.33,Medium,0.94,0.55,0.79,0.66,0.51,0.09,0.64,0.16,0.41,0.63,general,111860.0,45083.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Non-Technical,Remote,56,8,26,Diploma,0.12,4,3,Risky
Truck Driver,9717.0,1,High School,0.69,1.17,0.74,High,0.35,0.04,0.72,0.95,0.26,0.09,0.48,0.86,0.55,0.05,general,126142.0,42179.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,62,3,92,PhD,0.81,2,5,Declining
Security Guard,20114.0,4,Bachelor's,0.22,0.54,0.84,High,0.13,0.34,0.51,0.9,0.08,0.67,0.01,0.63,0.55,0.81,general,69928.0,30861.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,59,5,53,Bachelor,0.31,9,4,Stable
Financial Analyst,23432.0,2,High School,0.35,0.74,0.33,Medium,0.53,0.89,0.51,0.74,0.3,0.45,0.32,0.11,0.42,0.76,general,155368.0,47781.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Hybrid,95,9,51,Diploma,0.12,9,6,Risky
Security Guard,24211.0,2,Bachelor's,0.65,1.26,0.78,High,0.8,0.34,0.26,0.22,0.2,0.74,0.89,0.23,0.09,0.31,general,159462.0,51858.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,78,6,48,Diploma,0.77,4,3,Declining
Nurse,17843.0,2,Bachelor's,0.37,1.05,0.24,Low,0.41,1.0,0.3,0.98,0.2,0.11,0.75,0.7,0.81,0.34,health,161898.0,42755.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,51,3,69,None,0.58,5,9,Risky
Lawyer,29382.0,4,Master's,0.12,0.53,0.42,Medium,0.8,0.67,0.44,0.26,0.06,0.34,0.46,0.69,0.65,0.95,general,202725.0,48172.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Remote,74,7,24,Bachelor,0.72,4,3,Stable
HR Specialist,31533.0,0,Bachelor's,0.34,0.98,0.57,Medium,0.5,0.91,0.61,0.04,0.11,0.75,0.72,0.15,0.06,0.58,general,178359.0,34031.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Operations,Onsite,68,4,45,None,0.56,7,9,Declining
Doctor,35195.0,1,High School,0.14,0.97,0.13,Low,0.93,0.22,0.73,0.52,0.01,0.52,0.1,0.66,0.57,0.01,health,117326.0,35370.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Technical,Remote,61,5,65,Bachelor,0.2,8,3,Stable
Data Scientist,18989.0,11,PhD,0.01,1.24,0.59,Medium,0.17,0.96,0.22,0.46,0.11,0.6,0.38,0.35,0.83,0.01,data,281920.0,92376.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Management,Remote,98,9,86,Diploma,0.22,7,8,High Growth
Truck Driver,10965.0,2,High School,0.57,1.49,0.85,High,0.06,0.05,0.88,0.84,0.35,0.62,0.49,0.97,0.95,0.98,general,148199.0,63878.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Hybrid,99,6,31,Diploma,0.67,3,5,Declining
Retail Worker,32168.0,2,Master's,0.91,0.72,0.91,High,0.71,0.96,0.57,0.09,0.6,0.69,0.22,0.39,0.6,0.37,data,546489.0,77058.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Healthcare,Remote,58,6,98,PhD,0.41,2,6,Stable
Nurse,16222.0,0,High School,0.13,1.44,0.24,Low,0.0,0.77,0.74,0.01,0.37,0.61,0.45,0.78,0.43,0.15,health,74195.0,36479.0,"['AI Literacy', 'Data Analysis', 'Problem Solving', 'Automation Tools', 'Digital Communication']",Creative,Onsite,67,3,65,Master,0.78,4,7,High Growth
